Aluminum-cans,-308.3432614803314,79.82851564884186,0.0
Snack-packet,283.1477224826813,-21.23725228011608,0.0
Plastic-bottle,-51.65828391909599,-11.34283747524023,0.0
Plastic-bottle,44.01494190096855,187.89853155612946,0.0
Snack-packet,278.26428413391113,169.77481544017792,0.0
Plastic-bottle,-196.1115002632141,-21.464653313159943,0.0
Aluminum-cans,-31.192205846309662,17.318088561296463,0.0
Aluminum-cans,-416.04340076446533,-37.326380610466,0.0
Snack-packet,84.81061458587646,139.31328058242798,0.0
Snack-packet,121.45082652568817,-94.71681714057922,0.0
